,SongName,ArtistName
1755,FRESH HOME,Jiggz
1756,HIGHEST IN THE ROOM,Travis Scott
1757,WAP (feat. Megan Thee Stallion),Cardi B
1758,I Love You but I'm Letting Go,Pamungkas
"1759,Instagram,""Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike"""
1760,Flirt,Sima
"1761,Sigue Bailando,""Dame 5, The La Planta"""
"1762,Saturno,""BIN, Mainstreet, Ajaxx"""
"1763,""Trueno: Bzrp Freestyle Sessions, Vol. 6"",""Bizarrap, Trueno"""
1764,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke
1765,Bellar,Stormy
"1766,UN DIA (ONE DAY) (Feat. Tainy),""J Balvin, Dua Lipa, Bad Bunny"""
1767,Dynamite,BTS
"1768,Flexin',""Lit Killah, Bizarrap"""
1769,Rain On Me (with Ariana Grande),Lady Gaga
"1770,THE SCOTTS,""THE SCOTTS, Travis Scott, Kid Cudi"""
"1771,Una Vida Para Recordar,""Piso 21, Myke Towers"""
1772,Escribeme,Tierra Canela
1773,Youngblood,5 Seconds of Summer
1774,Hawái,Maluma
1775,Rampampam,Minelli
"1776,El Efecto,""Rauw Alejandro, Chencho Corleone"""
1777,TE DESEO LO MEJOR,Bad Bunny
1778,Dance Dance Dance,Astrid S
"1779,La Forma en Que Me Miras,""Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön"""
"1780,Higher Love,""Kygo, Whitney Houston"""
1781,Say You Won't Let Go,James Arthur
1782,Dior,Pop Smoke
1783,Barrio,Mahmood
1784,RAPSTAR,Polo G
1785,GREECE (feat. Drake),DJ Khaled
"1786,The Middle,""Zedd, Maren Morris, Grey"""
1787,Beggin (original version),Madcon
"1788,China,""Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin"""
"1789,No Se Da Cuenta,""Ozuna, Daddy Yankee"""
1790,Que Mal Te Fue,Natti Natasha
1791,Night Changes,One Direction
1792,you!,LANY
1793,Nós,Myles 6ix
1794,Spicy (feat. Post Malone),Ty Dolla $ign
1795,Wassup homie,kizaru
1796,Lucid Dreams,Juice WRLD
1797,Toosie Slide,Drake
1798,Ella,Boza
1799,HOMÈRIS,OG Version
1800,Het Is Al Laat Toch,Racoon
1801,Someone You Loved,Lewis Capaldi
1802,Laugh Now Cry Later (feat. Lil Durk),Drake
1803,La Buena,Nacho
"1804,Sa Vite,""Belah, JIGGO"""
"1805,""Volta Bebê, Volta Neném"",""Dj Guuga, DJ Ivis"""
1806,Levitating (feat. DaBaby),Dua Lipa
1807,All of Me,John Legend
1808,Ámame,Loco Escrito
1809,Mood (feat. iann dior),24kGoldn
1810,Someone To You,BANNERS
1811,Yummy,Justin Bieber
"1812,I'll Be Fine Somehow - Recorded at Spotify Studios Stockholm,""Benjamin Ingrosso, Julie Bergan"""
1813,กำลังดี,ARII Takahashi
1814,GREECE (feat. Drake),DJ Khaled
1815,Mi Cuarto,Jerry Di
1816,うっせぇわ,Ado
"1817,La Pared 360,""Lenny Tavárez, Justin Quiles"""
"1818,Señorita,""Shawn Mendes, Camila Cabello"""
1819,willow,Taylor Swift
"1820,Pa Mí - Remix,""Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez"""
1821,Someone You Loved,Lewis Capaldi
1822,Way Back Home,SHAUN
1823,How You Like That,BLACKPINK
1824,Be Like That - feat. Swae Lee & Khalid,Kane Brown
"1825,für Oksana,""nublu, gameboy tetris"""
"1826,Un Año,""Sebastian Yatra, Reik"""
"1827,Конфеты,""Markul, Платина"""
"1828,Baby Girl,""Guru Randhawa, Dhvani Bhanushali, Vee"""
"1829,Hate The Other Side (with Marshmello & The Kid Laroi),""Juice WRLD, Polo G"""
"1830,Medusa,""Jhay Cortez, Anuel AA, J Balvin"""
"1831,""Lemonade (feat. Gunna, Don Toliver & NAV)"",Internet Money"
1832,Corolla (feat. Branco),Sinds
"1833,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,""Farruko, Sech, Myke Towers"""
1834,Azul,J Balvin
1835,みかんハート,C&K
"1836,La Mejor Versión de Mi - Remix,""Natti Natasha, Romeo Santos"""
"1837,FINAIS,""ProfJam, benji price"""
"1838,Breaking Me,""Topic, A7S"""
1839,Beautiful Crazy,Luke Combs
"1840,Sigues Con El - Remix,""Arcangel, Sech, Romeo Santos"""
1841,Favorito,Camilo
"1842,Coño,""Jason Derulo, Puri, Jhorrmountain"""
1843,In Your Eyes,The Weeknd
1844,Kings & Queens,Ava Max
1845,hot girl bummer,blackbear
1846,Rojo,J Balvin
"1847,Savage Love (Laxed - Siren Beat),""Jawsh 685, Jason Derulo"""
1848,Kings & Queens,Ava Max
1849,心之科學,Joey Yung
1850,Malibu Nights,LANY
"1851,Tutu,""Camilo, Pedro Capó"""
"1852,Desce Pro Play (PA PA PA),""Mc Zaac, Anitta, Tyga"""
"1853,Wesh,""GLK, Heuss L'enfoiré"""
1854,What You Know Bout Love,Pop Smoke
1855,Maniac,Conan Gray
1856,Watermelon Sugar,Harry Styles
1857,Circles,Post Malone
"1858,Dembow 2020,""Yandel, Rauw Alejandro"""
1859,Don’t Need Love (with GRACEY),220 KID
1860,Wild Side (feat. Cardi B),Normani
"1861,Higher Love,""Kygo, Whitney Houston"""
1862,บังอร,SPRITE
"1863,death bed (coffee for your head),""Powfu, beabadoobee"""
1864,Blutige Tränen X Rockstar,Jamule
1865,It's You,Ali Gatie
"1866,Head Shoulders Knees & Toes (feat. Norma Jean Martine),""Ofenbach, Quarterhead"""
1867,Conversations,Juice WRLD
"1868,RITMO (Bad Boys For Life),""Black Eyed Peas, J Balvin"""
"1869,Breaking Me,""Topic, A7S"""
1870,positions,Ariana Grande
"1871,La Mitad,""Camilo, Christian Nodal"""
1872,The Box,Roddy Ricch
"1873,UN DIA (ONE DAY) (Feat. Tainy),""J Balvin, Dua Lipa, Bad Bunny"""
1874,bad guy,Billie Eilish
1875,Rojo,J Balvin
1876,Bonita,Jeeiph
1877,Stu core t'apparten,Rocco Hunt
1878,Khalsana M3ako B Sheyaka,Samer Elmedany
"1879,MAMACITA,""Black Eyed Peas, Ozuna, J. Rey Soul"""
"1880,""WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"",""Tory Lanez, Jack Harlow"""
1881,ROCKSTAR (feat. Roddy Ricch),DaBaby
"1882,Señorita,""Shawn Mendes, Camila Cabello"""
1883,Lacri-ma,Gazzelle
1884,Leily nahary,Amr Diab
"1885,Aparentemente 2,""Arcangel, De La Ghetto, Yaga & Mackie"""
1886,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW
1887,Chromosom,RAF Camora
1888,Come & Go (with Marshmello),Juice WRLD
1889,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes
1890,Lovers,sumika
1891,Svag,Victor Leksell
"1892,Snufs,""Kaveh Ali Mohammad, OnklP"""
1893,Rain On Me (with Ariana Grande),Lady Gaga
1894,Life Is Good (feat. Drake),Future
1895,No Role Modelz,J. Cole
"1896,Pulang,""K-Clique, Aj"""
"1897,Despeinada,""Ozuna, Camilo"""
1898,Escondidos,La Adictiva Banda San José de Mesillas
"1899,Something Just Like This,""The Chainsmokers, Coldplay"""
"1900,Amigos Con Derechos,""Reik, Maluma"""
1901,TE MUDASTE,Bad Bunny
1902,Watermelon Sugar,Harry Styles
1903,Heather,Conan Gray
1904,Girl Like You,Clara
"1905,Pupila,""ANAVITÓRIA, Vitor Kley"""
1906,august,Taylor Swift
"1907,Fimi,""Mad Clip, Josephine"""
"1908,Jam Rawan,""Nino, Marion Jola"""
1909,Break My Heart,Dua Lipa
"1910,GTPM,""Trannos, Billy Sio, Skam, Skliros"""
1911,La Bella Mafia,Wet Bed Gang
"1912,White Christmas,""Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra"""
1913,Bandit (with YoungBoy Never Broke Again),Juice WRLD
"1914,X 1 MEX (feat. Dani Faiv),""BLOODY VINYL, Slait, tha Supreme, Young Miles"""
1915,Kun minuun kosketat - Vain elämää kausi 11,Jannika B
"1916,Travesuras - Remix,""Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie"""
1917,Gdzie jest biały węgorz ? (Zejście),Cypis
1918,Tyler Herro,Jack Harlow
1919,TKN (feat. Travis Scott),ROSALÍA
1920,Falling,Trevor Daniel
1921,Watermelon Sugar,Harry Styles
1922,O Amor É o Segredo,Vitor Kley
"1923,Parlami,""Fasma, GG"""
1924,DEUTSCHLAND,Rammstein
1925,Body,Megan Thee Stallion
1926,Save Your Tears,The Weeknd
"1927,Sana Ne,""Bedo, POS"""
1928,Svag,Victor Leksell
"1929,LA NOCHE DE ANOCHE,""Bad Bunny, ROSALÍA"""
1930,一路向北,Jay Chou
"1931,La Boca - Remix,""Mau y Ricky, Camilo, Lunay"""
1932,Lundi,LFERDA
1933,Primo,Light
"1934,""Lemonade (feat. Gunna, Don Toliver & NAV)"",Internet Money"
1935,HIGHEST IN THE ROOM,Travis Scott
1936,Vida de Rico,Camilo
"1937,Monsieur,""Henkie T, 3robi"""
1938,Smile (with The Weeknd),Juice WRLD
1939,ดึกแล้วอย่าเพิ่งกลับ,Jaonaay
1940,Shape of You,Ed Sheeran
1941,Post Malone (feat. RANI),Sam Feldt
1942,Surname (Prod. DJ Tape & Aarne),Big Baby Tape
1943,Zlatíčka,Kapitán Demo
1944,Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta
"1945,""Ay, DiOs Mío!"",KAROL G"
1946,Mi Cuarto,Jerry Di
1947,Someone To You,BANNERS
"1948,Caramelo - Remix,""Ozuna, KAROL G, Myke Towers"""
1949,Save Your Tears,The Weeknd
"1950,Kung 'Di Rin Lang Ikaw,""December Avenue, Moira Dela Torre"""
1951,ДЕВОЧКА С КАРЕ,MUKKA
1952,Tak Tiki Tak,Harry Nach
1953,Just the Way You Are,Bruno Mars
1954,Missing Piece,Vance Joy
1955,All We Got (feat. KIDDO),Robin Schulz
1956,Muijii stadis,Gettomasa
1957,No Idea,Don Toliver
"1958,SALSA,""Yei Gonzalez, ODZ, 1.Cuz"""
1959,Ride It,Regard
1960,Leaving Antwerp,Balthazar
1961,Be Kind (with Halsey),Marshmello
1962,Look At Me!,XXXTENTACION
1963,Without Me,Halsey
1964,Lonely (with benny blanco),Justin Bieber
1965,Los Besos,Greeicy
1966,Msh Fair,Wegz
1967,Love Someone,Lukas Graham
1968,We're Good,Dua Lipa
"1969,La Forma en Que Me Miras,""Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön"""
"1970,No Se Da Cuenta,""Ozuna, Daddy Yankee"""
"1971,באור גדול,""Eyal Golan, Eden Hason"""
"1972,Vanhojen tanssit,""Poju, Lord Est"""
"1973,Desnudarte,""Brytiago, Jay Wheeler"""
"1974,Někdy Je Míň Víc,""Yzomandias, Koky"""
1975,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke
1976,La Tóxica,Farruko
1977,Troca de Calçada,Marília Mendonça
"1978,Qué Más Pues?,""J Balvin, Maria Becerra"""
"1979,ZORO,""AlbertNbn, Nane"""
1980,愛唄,GReeeeN
1981,Merry Christmas Darling - Remix,Carpenters
1982,Head & Heart (feat. MNEK),Joel Corry
"1983,BEBÉ,""Camilo, El Alfa"""
1984,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke
1985,eight(Prod.&Feat. SUGA of BTS),IU
"1986,מיליון דולר,""Noa Kirel, שחר סאול"""
"1987,LA CANCIÓN,""J Balvin, Bad Bunny"""
1988,Mantra Cinta,Rizky Febian
1989,Harusnya Aku,Armada
1990,How You Like That,BLACKPINK
"1991,Tal Vez (Remix),""El Reja, The La Planta"""
1992,Gonzo,Suspekt
1993,Perderme Contigo,Bacilos
1994,Hindi Tayo Pwede,The Juans
1995,Quiéreme Mientras Se Pueda,Manuel Turizo
"1996,Vechter - Uit Liefde Voor Muziek,""Regi, Camille"""
"1997,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,""Riton, Nightcrawlers"""
1998,For The Night (feat. Lil Baby & DaBaby),Pop Smoke
"1999,Eenie Meenie,""Sean Kingston, Justin Bieber"""
"2000,Gangsta's Paradise,""Coolio, L.V."""
2001,positions,Ariana Grande
2002,Snowman,Sia
"2003,La La Lost You - Acoustic Version,""NIKI, 88rising"""
2004,SO DONE,The Kid LAROI
2005,Cabeza,OBOY
2006,Ricordami,Tommaso Paradiso
"2007,Pay No Mind,""Madd, Qaayel"""
2008,Star Shopping,Lil Peep
2009,COLORFUL,婁峻碩
"2010,Zrovna jí to najelo,""CA$HANOVA BULHAR, Labello"""
"2011,Close Your Eyes,""Felix Jaehn, VIZE, Miss Li"""
2012,Bohemian Rhapsody - Remastered 2011,Queen
"2013,Como Se Tá Maravilhosa,""Mc Lipi, Mc Dricka"""
2014,How You Like That,BLACKPINK
"2015,Fantasias,""Rauw Alejandro, Farruko"""
2016,Falling,Trevor Daniel
2017,Blood // Water,grandson
2018,ROCKSTAR (feat. Roddy Ricch),DaBaby
"2019,death bed (coffee for your head),""Powfu, beabadoobee"""
2020,Vakker og vill,Rotlaus
2021,Dance Monkey,Tones And I
2022,Sweater Weather,The Neighbourhood
2023,HAINE&SEX,Gazo
2024,Dinero,Trinidad Cardona
2025,Save Your Tears (with Ariana Grande) (Remix),The Weeknd
2026,Sweater Weather,The Neighbourhood
"2027,Tu paniques,""Kalash Criminel, Niska"""
2028,紫の夜を越えて,SPITZ
2029,My Head & My Heart,Ava Max
2030,Christian Dior,Jhay Cortez
2031,Weak,Larissa Lambert
"2032,Drift,""Białas, Mata, Lanek"""
"2033,Anaranjado,""Jowell & Randy, J Balvin"""
"2034,La Santa,""Bad Bunny, Daddy Yankee"""
"2035,UN DIA (ONE DAY) (Feat. Tainy),""J Balvin, Dua Lipa, Bad Bunny"""
2036,Relación,Sech
2037,Lucid Dreams,Juice WRLD
2038,No Te Contaron Mal,Christian Nodal
2039,Snowman,Sia
2040,Vida de Rico,Camilo
"2041,Jaw Ard,""Molotof, Shabjdeed"""
2042,We're Good,Dua Lipa
2043,Ruang Rindu,Letto
"2044,Caramelo - Remix,""Ozuna, KAROL G, Myke Towers"""
"2045,Dime Cómo Quieres,""Christian Nodal, Ángela Aguilar"""
2046,ريكلس - عائلة 25,Reckless
"2047,WINGS 2.0,""Ufo361, Luciano"""
2048,How You Like That,BLACKPINK
2049,Mood (feat. iann dior),24kGoldn
2050,Lovesick Girls,BLACKPINK
2051,+Linda,Dalex
"2052,""Lemonade (feat. Gunna, Don Toliver & NAV)"",Internet Money"
2053,Te Fallé,Christian Nodal
2054,Hlídej si záda,P T K
"2055,Nada,""Cali Y El Dandee, Danna Paola"""
2056,Rain On Me (with Ariana Grande),Lady Gaga
2057,Stars Align (with Jolin Tsai),R3HAB
2058,Heartbreak Anniversary,Giveon
"2059,avokaado (leidsin ta),""Pitsa, Reket, kohver, boipepperoni"""
"2060,Ignorantes,""Bad Bunny, Sech"""
2061,positions,Ariana Grande
"2062,El Efecto,""Rauw Alejandro, Chencho Corleone"""
2063,YO VISTO ASÍ,Bad Bunny
"2064,Además de Mí,""Rusherking, Tiago PZK, Big One"""
"2065,Duele,""Alejandro Fernández, Christian Nodal"""
"2066,El Tóxico,""Grupo Firme, Carin Leon"""
"2067,Słuchaj Bracie,""Kabe, Opiat"""
2068,ODIUM,LXST CXNTURY
2069,Get Out My Head,Shane Codd
"2070,El Efecto - Remix,""Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex"""
2071,Enchule,Rauw Alejandro
2072,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds
2073,Dynamite,BTS
2074,Oceaan,Racoon
2075,麻痺,yama
2076,Sultans Of Swing,Dire Straits
2077,Here's Your Perfect,Jamie Miller
2078,2 Uhr nachts,Dante YN
2079,Extraordinary,Anatomy Rabbit
2080,Amor (Ft. Mon Laferte) - MTV Unplugged,Los Auténticos Decadentes
"2081,""Ay, DiOs Mío!"",KAROL G"
2082,Good Days,SZA
2083,Elnaw Wy,Ahmed Santa
2084,KILO (feat. Gettomasa),Cledos
2085,Perfect,Ed Sheeran
2086,Dance Monkey,Tones And I
2087,Si Veo a Tu Mamá,Bad Bunny
"2088,Zamilovaný / Nešťastná,""Rybičky 48, Bára Zemanová"""
2089,CONVOY JARANA,WOS
2090,Otra Noche en Miami,Bad Bunny
2091,Más Más Más,Rolf Sanchez
"2092,Callaita,""Bad Bunny, Tainy"""
2093,Mood (feat. iann dior),24kGoldn
"2094,Aventador,""Azet, LaRose"""
2095,Control,Zoe Wees
2096,Mogę Dziś Umierać,White 2115
2097,All We Got (feat. KIDDO),Robin Schulz
2098,Kiss Me More (feat. SZA),Doja Cat
2099,Nilüfer,Müslüm Gürses
"2100,La Luz,""Sech, J Balvin"""
2101,Hadal Ahbek,Issam Alnajjar
2102,Vámonos a Marte,Kevin Kaarl
2103,Arcade,Duncan Laurence
2104,At My Worst,Pink Sweat$
2105,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Taylor Swift
2106,Work Out,J. Cole
2107,Don't Go Yet,Camila Cabello
2108,Ikaw Lang,NOBITA
2109,Let Me Down Slowly,Alec Benjamin
"2110,""Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)"",Calle 13"
2111,Party With A Jagaban,Midas the Jagaban
2112,Skrable,PRO8L3M
2113,Biblioteka Trap,Mata
"2114,Kado,""KADO, De Club Van Sinterklaas"""
2115,Lucid Dreams,Juice WRLD
2116,Да си тук,Medi
2117,Miss The Rage (feat. Playboi Carti),Trippie Redd
2118,Europol,Miami Yacine
"2119,Your Love (9PM),""ATB, Topic, A7S"""
2120,Penelope (feat. Clever),william
2121,Dynamite,BTS
"2122,Per sentirmi vivo,""Fasma, GG"""
"2123,Savage Love (Laxed - Siren Beat),""Jawsh 685, Jason Derulo"""
2124,‘tis the damn season,Taylor Swift
2125,No Idea,Don Toliver
2126,Camry 3.5,UncleFlexxx
"2127,Diva,""Morena, Dominika Kavaschová, Andrea Bučko"""
2128,As I Am (feat. Khalid),Justin Bieber
2129,Передавай привет,Anacondaz
2130,Heartbreak Anniversary,Giveon
"2131,Baari,""Bilal Saeed, Momina Mustehsan"""
"2132,GIRL LIKE ME,""Black Eyed Peas, Shakira"""
2133,Soltera Vá,Los Nota Lokos
2134,Play Date,Melanie Martinez
2135,Nangilima,Smith & Thell
2136,Space Girl,Frances Forever
2137,Save Your Tears (with Ariana Grande) (Remix),The Weeknd
2138,如果雨之後,Eric Chou
2139,Streets,Doja Cat
2140,Another Love,Tom Odell
2141,La Difícil,Bad Bunny
"2142,Reloj,""Rauw Alejandro, Anuel AA"""
"2143,GIRL LIKE ME,""Black Eyed Peas, Shakira"""
"2144,Fantasias,""Rauw Alejandro, Farruko"""
2145,La Cumbia Sampuesana,Aniceto Molina Y La Luz Roja De San Marcos
"2146,Touch You,""遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹"""
"2147,Arab Style,""Al Nather, Shabjdeed"""
2148,Dandelions,Ruth B.
2149,Brown Eyed Girl,Van Morrison
"2150,Mírame - Remix,""Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell"""
2151,Lose You To Love Me,Selena Gomez
2152,Astronaut In The Ocean,Masked Wolf
2153,I'm Shipping Up To Boston,Dropkick Murphys
2154,Bonsaipuu,Aleksanteri Hakaniemi
2155,Home,Edith Whiskers
2156,Mayonaka no Door / Stay With Me,Miki Matsubara
2157,Binalewala - Original Version,Michael Dutchi Libranda
"2158,Despeinada,""Ozuna, Camilo"""
2159,At My Worst (feat. Kehlani),Pink Sweat$
2160,ถ้าเธอได้รู้ (The Secret ∆),Safeplanet
"2161,Perreo en La Luna,""Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid"""
"2162,L-Gante RKT - Remix,""DJ Tao, L-Gante, Papu DJ"""
"2163,Touch You,""遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹"""
2164,Aspetto Ancora,Esa Abrate
2165,In the End,Linkin Park
2166,Glad You Exist,Dan + Shay
2167,The Box,Roddy Ricch
2168,Kiss Me More (feat. SZA),Doja Cat
2169,סיבובים,Eden Hason
"2170,עוד אחד ששר לך,""Elai Botner, Guy Mazig"""
2171,jumper,chillwagon
2172,Se Te Nota (with Guaynaa),Lele Pons
2173,Adicto (with Anuel AA & Ozuna),Tainy
2174,Se Te Nota (with Guaynaa),Lele Pons
2175,La Difícil,Bad Bunny
2176,FML,Arizona Zervas
2177,Subway Sexists,Yung Spinach Cumshot
2178,Caraluna,Bacilos
2179,911,Sech
2180,空と青,Leo Ieiri
"2181,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"""
"2182,Коми,""SODA LUV, BUSHIDO ZHO"""
2183,telepatía,Kali Uchis
2184,No Idea,Don Toliver
2185,The Box,Roddy Ricch
"2186,Bandido,""Myke Towers, Juhn"""
2187,Agua de Jamaica,Maluma
2188,Aquí Abajo,Christian Nodal
"2189,Your Love (9PM),""ATB, Topic, A7S"""
"2190,Gymni,""Light, Hawk"""
2191,Don't Call Me,SHINee
2192,GOODMORNINGTOKYO!,TOKYO’S REVENGE
2193,Lonely (with benny blanco),Justin Bieber
2194,Answer,ATEEZ
"2195,Te Necesito,""KHEA, Maria Becerra"""
"2196,Zaka,""Mas Music, Aymos, DJ Maphorisa, Kabza De Small"""
2197,water color,Whee In
2198,Dance Monkey,Tones And I
2199,Dance Monkey,Tones And I
2200,Adore You,Harry Styles
2201,Psycho!,MASN
2202,Good Days,SZA
2203,Dance Monkey,Tones And I
2204,Deserve You,Justin Bieber
2205,Slumber Party (feat. Princess Nokia),Ashnikko
2206,Head & Heart (feat. MNEK),Joel Corry
2207,Namo Namo,Amit Trivedi
2208,Dancing On My Own,Calum Scott
2209,What You Know Bout Love,Pop Smoke
2210,Sunday Best,Surfaces
2211,No Idea,Don Toliver
2212,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby
"2213,Asul De Inima Albastra,""Misha, Connect-R"""
2214,Lemon Pepper Freestyle (feat. Rick Ross),Drake
2215,Astronaut In The Ocean,Masked Wolf
"2216,""KHEA: Bzrp Music Sessions, Vol. 34"",""Bizarrap, KHEA"""
"2217,BURBERRY,""Myke Towers, Ñengo Flow"""
"2218,BED,""Joel Corry, RAYE, David Guetta"""
"2219,AIRFORCE (feat. Madame),""Massimo Pericolo, Crookers"""
2220,Rainbow,South Border
2221,Let Her Go,The Kid LAROI
"2222,Machu Picchu,""Camilo, Evaluna Montaner"""
2223,Falling,Trevor Daniel
2224,Acının İlacı,Adamlar
2225,I CAN'T STOP ME,TWICE
"2226,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,""Riton, Nightcrawlers"""
2227,Mood (feat. iann dior),24kGoldn
"2228,РАТАТАТАТА,""MORGENSHTERN, Vitya AK"""
2229,Always Remember Us This Way,Lady Gaga
2230,Rojo,J Balvin
2231,白日,King Gnu
"2232,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,""Riton, Nightcrawlers"""
2233,Girls Like Us,Zoe Wees
2234,ยิ้มมา,BOWKYLION
2235,Astronaut In The Ocean,Masked Wolf
2236,Watermelon Sugar,Harry Styles
"2237,""La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix"",""Jay Wheeler, Myke Towers, Rauw Alejandro"""
2238,All We Got (feat. KIDDO),Robin Schulz
2239,Rather Be You,Tom Gregory
2240,Don't Start Now,Dua Lipa
2241,Future Nostalgia,Dua Lipa
"2242,La Pared 360,""Lenny Tavárez, Justin Quiles"""
2243,Streets,Doja Cat
"2244,DALL'ALTO,""Tredici Pietro, Andry The Hitmaker"""
2245,Fire,Sycamore Tree 
2246,ROCKSTAR (feat. Roddy Ricch),DaBaby
2247,No Soy Como Tú,Los Caliz
2248,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay
2249,Miami Bici,Killa Fonic
2250,Astronaut In The Ocean,Masked Wolf
"2251,death bed (coffee for your head),""Powfu, beabadoobee"""
2252,Katakan Saja,Khifnu
"2253,""Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)"",""Super Yei, Jone Quest"""
2254,The Business,Tiësto
2255,3 Vets,The Future Kingz
"2256,The Ghost I Used to Be,""Vinnie Paz, Eamon"""
2257,Astronaut In The Ocean,Masked Wolf
2258,Bentuk Cinta,Eclat Story
"2259,EL MAKINON,""KAROL G, Mariah Angeliq"""
2260,Streets,Doja Cat
2261,Watermelon Sugar,Harry Styles
2262,Sunday Best,Surfaces
"2263,Einer dieser Tage,""Gentleman, Bozza"""
2264,RAPSTAR,Polo G
2265,The Box,Roddy Ricch
"2266,death bed (coffee for your head),""Powfu, beabadoobee"""
2267,Ya Te Perdí La Fe,La Arrolladora Banda El Limón De Rene Camacho
2268,パラボラ,Official HIGE DANdism
2269,Hurtful,Twelve
2270,Förlåt,Miss Li
"2271,Lo Vibro,""Don Miguelo, Bulin 47"""
2272,I CAN'T STOP ME,TWICE
2273,A Tu Merced,Bad Bunny
2274,Godzilla (feat. Juice WRLD),Eminem
2275,Lạ Lùng,Vũ.
"2276,Breaking Me,""Topic, A7S"""
"2277,Ignorantes,""Bad Bunny, Sech"""
2278,Memories,Maroon 5
"2279,Seu Beijo Joga Sujo,""Avine Vinny, Jorge"""
"2280,Leave The Door Open,""Bruno Mars, Anderson .Paak, Silk Sonic"""
"2281,一岸之遙,""及時雨, Joseph"""
2282,Dior,Pop Smoke
2283,Ziphozenkosi,Dumi Mkokstad
2284,Como Llora,Juanfran
"2285,Con Dế Mèn Hát Vào Mùa Hè,""Tùng, Trang"""
2286,ily (i love you baby) (feat. Emilee),Surf Mesa
2287,Mi ricordo un po' di me,Gaia
"2288,BAD EYEZ,""Nimo, Luciano"""
2289,Perlahan,Guyon Waton
2290,Hayloft,Mother Mother
2291,WHATS POPPIN,Jack Harlow
2292,Indestructibles,La Habitación Roja
2293,drivers license,Olivia Rodrigo
2294,Best Friend (feat. Doja Cat),Saweetie
"2295,PORFA,""Feid, Justin Quiles"""
"2296,Lustig,""BHZ, Longus Mongus, Dead Dawg, Monk, Ion Miles"""
2297,Skechers,DripReport
"2298,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,""Riton, Nightcrawlers"""
2299,Sweater Weather,The Neighbourhood
2300,Savage,Megan Thee Stallion
2301,Step Two (feat. Lilja Bloom),Parov Stelar
"2302,Pa Mí - Remix,""Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez"""
"2303,death bed (coffee for your head),""Powfu, beabadoobee"""
"2304,Dans l'univers,""Nekfeu, Vanessa Paradis"""
2305,ROCKSTAR (feat. Roddy Ricch),DaBaby
2306,Jeans,Justin Quiles
2307,lovely (with Khalid),Billie Eilish
2308,SLOW DANCING IN THE DARK,Joji
2309,21,FRIDAY
2310,Ich darf das,Shirin David
2311,CHANGE,E.SO
"2312,Umamakhe,""Mhaw Keys, De Mthuda"""
2313,Bad Liar,Anna Hamilton
2314,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas
"2315,AM,""Nio Garcia, Flow La Movie"""
"2316,Generácia,""Lil ASH, Separ"""
2317,We are Bulletproof : the Eternal,BTS
2318,WANNABE,ITZY
2319,Окей,Tima Belorusskih
2320,ภาวนา,MEYOU
2321,Stunnin' (feat. Harm Franklin),Curtis Waters
2322,علي راحتي,Wegz
2323,Goosebumps,HVME
2324,Play Date,Melanie Martinez
